"Call Id","Words","Prospect"
"703275545","okay okay Michael Savino what he looks like he's phone number goes to the same and you are the home protected for me right Alright I'm done for today first available is next Tuesday if you have a pencil April and get someone to give you a call looking at the schedule here as well caught up on this I can get someone at the end of the day and being.com of 1 days are good I it is very minor after how do I go about that okay okay well I'll put you in for Friday so excited okay bye in the afternoon when are you available for someone could call them to confirm for sure coming out there okay I'll give you a call when you know something comes up okay ","Service"
"703132908","calling from the health services your call is important to us please stay on the line and we'll be right with you for him okay ","Sales"
"1058416848","wake me up on an impressive and I have to make you smile I don't know if you want to hold out quite answer I don't know it's pretty warm in my house so I'm just calling to see what your game time is 4 to come home to have a check of an ACunit you guys did some work for us a couple years ago okay it's just a question of the cold air cool air is coming out so we're wondering if we've lost our Freon or whatever and where there's a leak or something I could have someone to tell you to wear it comma so I don't know it was possible just coming home have a quick looks really bad so I wouldn't go over Britney and sign and I was the unit on time then checking the first make sure there's nothing wrong with them please you're at the 37 Locust Street phone number for 96130 home number maybe it might be best to give you my cellphone 519-537-0308 so I can definitely put in the schedule for Thursday would you prefer morning or afternoon what time would the morning Monday it was worth my wife works tonight so I mean if we could do it before she like now that be great yeah I know we've me look I know later in the morning what's the latest appointment on Thursday then that'll be good okay that would work just put in here after 2 you are all that I appreciate it thank you very much have a problem have a good day bye bye ","Service"
"703043661","yes I called last week regarding that was used okay we have for sale problem hey Justin ","Service"
"703029988","you're welcome ","Service"
"1058474910","great to have fun in home service this is an are going a mile a minute here we are I'm sitting on a house by the 4th we are you guys might be able to give us a quote it is definition of vicious and you're you're correct as when we went with how long will it take we had some of us a quote they don't have this number 236 what was the average ohh in e Brooks for us yeah it's 30 just hard cuz we this service area you know anyone in the area I don't know anyone who would there I know people warms or 0 but not around there okay alright story ","Service"
"1058485503","stop it out or whatever I promise ","Service"
"1058502897","great day Autism Services with a smile it all depends on how are you good thing is working so I'm on the phone as aluminum okay so we are wondering how much rewiring is inexpensive up now I know it's wrong but 12000 there are other options you have as aluminum aluminum freaky right oh yeah because we're taking this into consideration when they were originally quotedfrom $9,000 it's a two story it's it used to be a ranch and then it was the ranch and then the first of all Second Story okay Second Story it's Bill aluminum or do they do it in Carper figure out we get something in to do an inspection figure all this out and of course working pretty much 6 days of each time I have to do it on the phone now how would that go cuz I know we bought a old home this is years back there was a home inspector thank you so interested so is it is it an issue to have someone to like get are coming look so yeah your dad was doing I'll just read it all up with realist I really patience okay okay alright yeah sure trucks that is pH I ll IPS mission I'm not wasting any time Fort Lee Alda Bear Avenue yeah my main cells 448 three three hello Maria this problem whatsoever so if it's time that works with your someone what cost for the no cost okay so what I will do is I will what your availability time for you alright see you what I know okay Kelly off work alright so what I will do is I will get a hold of her and then I willcall back within the next hour let me just double check Define problem alright thanks bye ","Sales"
"1058517917","that's great it finding them Curtis this is Diana how to make you smile I am calling on the service you for a couch my residence where I'm living my air conditioner has no fucking so not working at all we were away for 321 weeks it's not work that's nothing that's no fun to come home so yeah well I had youguys out where you weeks ago when will house it is and course of course the last time they Heat game and we have it went through okay my good sorry your address is 21 Cross C our ohh T ohh n Road West we're in London and the first name is Michael and my ke LL e I must be a d e n postal code 6 e 3 C 592256 to self and I get an email address from you so we can m e d e n n Cold today actually I can Friday yes I'm trying someone available kind of latemorning so you can come between 9:11 got an appointment and I do end of the day then after 2:35 or 2:30 yes 23430 okay it's perfectly okay ","Service"
"1058527715","if it services and a half mile calling you're hot and beer so I see replaces see so your AC isn't workingright now or I'm a terrible week although I suppose okay are you available Superbowl pending Network us know what's what's your address again 313 Monroe the HDL t e n h am Emeril's there does yes I want to go Bruce Wiley I have two phone numbers here I just want to go I have a 4:45 and then I have a 519-435-4621 work perfect what time you're home be home 2 and 4 really between 11 and 1 girls are 4:11 o'clock 11 a.m. morning no problem alright you are all on envelope there for you John 11 this morning you are to come you're welcome ","Sales"
"702896495","awesome thanks ","Service"
"1058534569","I am service this is Anna how can we make you smile I know you can make this round by sending me an air conditioning yeah quit on Friday night okay what's your address 72 Wakefield Place I recently had an ankle have one of your machines out here doing a service check on my furnace an air conditioner and I bought into the service plan so I'm I'm expecting I guess on the line service whateverelse edible I will have carols over there for you you're welcome ","Service"
"702749010","map ","Service"
"1058699722","thank you for calling kinda home service it's Terry how can I make a smile Hi how are you what is a service okay is it for today so have to be for today but no not even set up okay alright have a message to give you a call in the morning okay what is your name what McClelland MCC l e l l a n d 47 Broadway Avenue as one 9 652 0 eight seven nine so that it runs doesn't work there was a need this fixed today what's the normal schedule ","Service"
"702609932","not available p i c 1630 store Road Unit number +51-986-075-0519 7567 yes so every store phone or separate and going outside and I'll try to different site so it's not I'm not sure if it just doesn't really bad so I don't know if it's a while cuz I feel free to try me like they're not going through cuz obviously whether or it is going to like Frozen stuff or anything like that ifyou can only talk for like that alright schedule something morning Milton ","Service"
"702583695","I'm sorry ","Service"
"702433849","okay ","Sales"
"702358586","hi Lauren how are you I'm sure you're still I think it's a close today okay so you're in Concord yeah that may be good hi Noel I guess I need to find a new her we were on for the house is not I do business with them overhead no worries thank you for waiting ","Service"
"1058993587","mercies whatever appointment or we got an emergency page me on coworker ","Service"
"702209097","very welcome ","Service"
"702192531","Sally available today or no yeah ","Service"
"701988014","hi Maria it's Dr Godwin hey Matt this coming Wednesday not Wednesday 11 you don't have to movie time okay well we were working out ","Service"
"701984202","hey Kareem it's Maria July good morning afternoon about 12 close to California that okay okay perfect ","Service"
"1059239330","it's a good day for that Maya has an amazing smile there we got a quote on how much it cost to put a 220 volt but letting in my garage it's 9410 a lot this fucking an electric car and have you been looking for a number of years ago I had you feel so your address okay 19970 Side Drive alright 19 Sunnyside Drive yes phone number 205-195-8455 so I will I schedule one of our elect percent now so you know there was a $59 discount so come on site to go over everything first to give you an accurate price then go ahead with anything today you wanted a quote at this point okay so first available I have are you going to hurry for this so we're little bit your words mom and I heard that whether the government rid of those there's a rebate program for the coversthe cost of the cost of flying the plug in and half of the cost of the insulation like a late morning with my work don't know what my I won't work forme I'm at I'm at work I don't have time my my wife and evenings are better for us but I don't know whether she can go home or not what time are you thinking if something 10 and 12 okay I'll find out if she's available at the time and and let you and let you know is there as her alternate time then again early afternoon late afternoon tomorrow or 10 o'clock next week by 6 or so then we're going to the following week and and and what what does Illinois pain treatment and then you have availability the following week what's the afternoon like when do what's the latest time time with me are you here in lunch anyhow we're out so no problem I can get them there like around 3 so that's the way the signs not very handy for people that are at work yeah I will I will have to give you talked to my wife and give you a shout because I don't know the answer to those two questions I know one piece is prettymuch going to have to be awful ","Service"
"701917174","so not sure how fast you get is there any way okay ","Sales"
"701915378","or our current what does seem to be the problem it's not her okay no problem I'm in the store friend's house she said okay okay Torrey Pines Way x y n e s okay okay 3 Pine and that's here in London there is zero three one six Google the Hollywood we'll schedule our to the next person to come over everything first give you an accurate price thank ahead with any repairs that you're available or can we give youa heads up right now for next week now I will take a look see a someone call him okay alright half hour 15 minutes I have fun I think I will give you a call when there's availability okay okay okay so for your for the next call here what's the same okay tonight is not working I get all the information for that as well so for my PIN number your phone number okay I'll put it on 4.2 and then someone's available then okay oh comma for everything what the problem is and then go ahead with repairs on Monday able to accept cash checks Visa Mastercard I think you bye ","Service"
"701900073","okay sorry ","Service"
"1059444381","how to make a smile hi my name is Santa Claus Hydro here for a left go work I'm having problem in my bathroom sink I am closet to me and statement and it came out and I have no idea new one in so I got to leak underneath the sink I know it's probably just a very simple fix I feel like a baby no worries at all not gonna ring you said I think it's working all ring is 50 or keep it from one it's training for my now thanks but the rubber ring peace can you know when I went to sneak over here yeah yeah alright no problem I was out of yeah 50 Avenue I had some iPhone number still the same yeah okay I feel stupid even calling you guys it's probably something I shouldknow how to do but I don't girl but we also every cab has different you know so that that's not our notes in the Dreamhouse go to chemo and her you'renot the right now it's just not as yeah it's yeah the rubber yeah yeah I have a container nice okay alright I will look to see if I'm available beforetomorrow he's a little bit school for tomorrow but if I can come are you available tomorrow to do I Am heads up yes I will ask you if it's like a halfhour see I have to drop my daughter off at school by like 28 or 29 and then I guess around for Holly Smith he will is fine as long as there's something as I can get my daughter from school I will Ryan he'll come on now it's just me neither was $59. He'll come on site he will go over everything first you know what the repairs are and go from there okay he's been sick Visa Mastercard I will have fun with you off like 60 minute heads up on his on his bills okay thank you thank you bye bye ","Service"
"701704499","okay thank you bye bye ","Service"
"1059475767","final hole hello this is Alex and I'm looking for a central air conditioning basically I'm located in London Ontario and I'm looking for a budget person I need a pound year and if there yeah so yeah yeah it's a two story house 30 square foot regular gas furnace the booking okaywell do you feel the price is going to be for a 2013 year I don't know what you want but they would have to come out it'll cost Avenue yeah I'm looking for something that is below 2900 yeah possible yeah let's make a woman's below cleaner great yes 902 Comfort consultant one if you want to okay let'sdo it do you know my Camaro you have higher prices and average more like Everest prices yes I have a really high prices my call dial 1 now you know growing company prices are way above what I expected well with you I'm heading over half of that the score prices today I gotta I'm getting pricing some 2300 other 80 Days From You know I'm trusted sources and ruin a person to want to work but I like you had an appointment so if I was going to go like 2900 but it's a little bit about what I expect a crisis can you know in my ring and well I have you know the more told me obviously price is going to work someone on yeah yeah yeah that's why I'm concerned yes I'd be happy to guys over there if you want one of the guys can call me and just over the phone I can do that for me and then don't sit right here in the way to ask your name was Alex yes 47 400-3939 I will I'll forward the summer off or something ","Sales"
"1059485520","if your intention is Maria speaking how can I make a smile is Chris Lucy call you again as the system is not resetting or whatever I just went period I've been looking out there once laws and listening to see if it resided never had I just went out there though and all is going hotter it's on cold and it's just it's just blowing warm air okay alright see what I can I can do I've got a coupleof guys here is the sugar what the problem is give you a call at your home yeah I'll be here the rest of the day I asked you ","Service"
"701618974","it's not right to my house as I'm going here it's never had been able to get our I got no power at all yeah okay and then that so again for your attic right now is how long I have a company to take her you guys like a week and a half but exspecially and then hello hello hello I don't know if I lost you there's a lot of static or something like it I'm pretty like your regular with like work schedule maybe I'm just like trying invite question for our okay bye bye ","Service"
"701605286","hurry ","Sales"
"701599813","from your friend from your it goes to the side of the house okay thank you hi there we'll see what the problem go ahead and put it in for you at that school Barber Shop hours for 1 people and we'll go from here press what what is needed to go ahead and give you a price for both to the repair them properly the first two separate home or on the 2nd okay so they will process we will bring the ladder any equipment that they may need and then from then on it'll be $69 per minute Oakland Acura parts information address and so forth and then we can schedule occur I have the permit committee happen there before okay 477-0141 okay okay for a Friday I will schedule it is Friday the 29th or I can get them there first thing in the morning which would be which would be easy to get a hold no but other than that problem okay yeah I will have to go through this this Friday between 30 so when you get home okay okay just a 1/2 thank you ","Service"
"1059567845","hey Dennis Maria's coming to smile already did with your Greek questions just trying to decide whether to fix our gas water heater or get a new one are you we have a Whirlpool now do you are a world whirlpool we still we have our brand back sequel ER or higher right new Berner assembly I guess that expensive the best thing to do is have someone come out yeahyeah who you own or do you reckon you only have someone's modem and nice 1st of August and you know if anything else or to be repaired on the spot andthen so will they recommend going to be expensive they will give you a price price on of labor on whatever would needs to be repaired and then decision and then we can have someone else decided to have a new one and then go okay I will call him and see when he's around thank you ","Sales"
"1059706808","Chris this is are going to have to make you smile yes this is a space with you last week we were talking about cold air returns and before we can do hi Paul hi Oscar clear with the fly hot hey it's just it's just a cold air return that Idaho Versailles anyway and put them if they just reduce it down to the point of size of nice white Saul's our issue for the mediator period 30 Campbell use my am so crew has an AC tomorrow I can send them to you or I could have do you for Thursday morning sitter so tomorrow after that I have to put it in the morning usually takes about 324 hours and then you're welcome ","Service"
"1059707457","hey Curtis this is Diana Hawk we make you smile hi do you have a parts department we don't I hope you something yes I'm trying to find a pump for an air conditioner I swear Liberty Pump yeah you well the final Thompson Liberty and I have the model number so lip yeah love Marc By Marc spier up there a whole Miller in Liberty you so much you're welcome deskbye ","Sales"
"1059724725","the great they're fun and smile hi this is Austin Pain in San Jose I was like me to start Do you have a 1980 our flicker I at f i n n you home alright pops thank you very much ","Sales"
"701236613","to make yournails how are you Papa John with the PDF for 10 o'clock if I can send my for like a 15 to 2 for today sorry okay let me just see here what when I get in tomorrow I can do one poop to want to see if that paperwork is that our house let me know he's looked up until then that's okay or from 11 to 12 2 hours may not take I can do morning afternoon whatever I can get my daughter went off this Friday the 29th between my appointment okay thank you very much okay ","Service"
"1059917972","-10 looking to make mile yeah hi update my doorbell try this one that you guys like itand put a new modem was wrong with there but if this offer is really I'm not sure what you is do I have to leave my cousin how old are with the familyplace that's not set in stone we can come out and what's mariebelle he has like a small white ones if so he can change it on the spot or well how how they work is don't come on freight it going to price up alright then go ahead when bed al from the suppliers if needed and go from there that's the price so you're not on the clock there okay okay I should also off I don't have his question or not but should be changed before after school smaller and stare at the wall and he or she said how he's slow we can't yeah can you have one in mind that you want to get one but also know that you can go ahead with you I like I come right I can buy one and then just install it or not I guess you guys are and she helped me your small of his right hand right you want to set up a go buy one first and then I have it all caught me import Miss Paisley please ","Service"
"1059974471","it's great that one in home service this is Diana house to make you smile I don't know how are you how are you good it's Kyle calling I was just calling you I talked to John and I'm picking up after far as Plumbing goes okay so can I leave you a phone number to do customer are they transferred her alittle call text or you can call them and just move in for Thursday if possible that would that would be perfect okay what's the so it's Michael hold on to Second Story Sorry my phone's been going crazy hold on a sec here til Smith on the cell numbers to 6 9534 and from God would call them just got in or whatever when it was suitable for them as well yeah so you're awesome ","Service"
"700993185","okay tomorrow ","Service"
"1060025963","Miss Maria speaking how can I make a flyer morning I calling I need a box installed in my house I have one now or is it a brain you know I have one now and the motor I believe the motor has burned 10 years old and like to set up a call here sweet for you to miss you have Italy and know if 441 Randall drive or am DOL Cornelia forever phone number 758-5981 yeah my home number and can I get to my cell number 2 yeah 519 520 5086 there an email address there with her Sure it's c ohh ohh PE our w e r yahoo.ca so that was our ger are Scott so I will schedule one of our Premier Soccer know our number okay she'll come on site he will go over everything with you first give you an accurate price then go ahead with installation okay so happy and he's got he's a black Visa or more part okay any afternoon tomorrow also screen tomorrow so tomorrow afternoon after 12 anytime on Wednesday and he'll actually let me just see when hear you please say the first available I have them available for July 3rd which is next okay stay like 12 like not working and if we put us down for I'm going to be in so I need to get purse person that can put a new pump in for meso I can't really cuz I need to get it done this week okay what about Thursday afternoon Thursday afternoon would work would work I will have I will put it on the call your cell number just before he arrives okay she says didn't like it really has to get done this week can't do any laundry either my long he's in salt so they say it's an older home okay supposed to Randall our A & D ohh straight drive I will put in a note from them I will give you acall ring Dr be arriving 4/3 then 10 okay do your pen o'clock on Thursday okay darling God is great but we'll arrange for time great day bye ","Sales"
"1060069643","96731 ","Service"
"1060177627","I'm fine at home Travis this is Terry how can I make you smile this is Rosie I need I mean it's and get a window air conditioner installation so what you offer for us well today it's after hours and they charge $149 for Paulo fee so so you would also like to stare and weekdays 3 during the week but it will be significantly less so can I please I'm not able to book an appointment and leave a message give you a call Monday when they're not able to find don't he want to do that that what is your name laughing excuse what address phone number for you two note 97 new family call me after 5 traffic to work through it okay hey I need to hook up a window air cargo yep it's Windows window air conditioner okay and how did you hear about - you look in the phone book or on Google Google I will passalong the office and let them know to give you a call Monday after 5 ","Service"
"1060248864","state for calling Financial Services cetera have to make a smile alright well as your the refill legible for your furnace insulation there I'm actually after hours for them all fixed for the day ohh I think more money to Friday or early open over the follow give a call in a minute ","Sales"
"1060404219","okay I send this money has been looking to make a file full form a problem small water line is coming into the furnace to prepare for that and Canada fire fires it won't shut off in the mechanism within the furnace to shut it off isn't working either and I've been going on for a long time but it was kind of Delphin but decided the other day I got it off completely yeah the water line now it's a bigger problem water suck it is it's a Seadrift and then I got to the point this morning works really stop tripping out the waters out of the carpet stuff so in my late persons you I think I needa new cut off for that line and I'm assuming a call how many you made a fire to close for your humidifier I believe it was made back then I just goingto be your figure Smith a flyer with your furnace so that's the line going through it hi there sorry about that that was the most likely put it in foryou Dr cut off yeah this crazy good personally want to tell you I needed on my what's the verdict evening so I will have someone coming out how we don't work for you before your phone number if you want me Scott it is asking ASAP why it was a number years ago and Richmond Street alright can you ask for 8 Petro please don't make fellows Masseys yeah I know 5 x 4 L 6 and press 45630 689 emergency but it is annoying and I just wanted out assuming the shower the plumber can tell me yeah I will I see what the fuck okay I think I should say yeah that's what I was going to have later afternoon actually today I can do like maybe after like around 1 between Earth no I wouldn't probably have them available cuz I'm available 6 and I can't make them wait for by 4 257 509 54257 no I will give you a call and let him 6 minutes before and then we will allow myself to let you know there will be a $4 dispatch or comma maybe we'll go over everything if that is a good fit for your firm will be $99 back now and then from then on he'll let you know what so yes Ican I can do they situation is a little bit press softly anything I just anyways I don't really cared tomorrow ","Service"
"1060418753","things are going fine Lawn Service this is Tara how to make this miles you guys we're going to travel how are you I left the office that's not a problem is Kyle calling I'm actually starting as a draft for you guys in the on the Tuesday after the long weekend okay but I already have two plumbing jobs that need done right away so you have a way to you if you can't join right now anyway or no is the dogs that need to be after hours no no no hurry but I just want to make sure that he's okay with doing so I can leave a message for tomorrow muta for you what's the phone number to reach tomorrow to 6504 222-8228 you're awesome thank you dear bye now ","Service"
"1060533673","smile I'm looking to get a quote for still looking to get groceries party boat but it does the garage I don't know if you can get me a price on what you think a nice New Year I have to have someone come out and crafts a bath and so you wanted is it 40 welder we've been look pretty for metaphor white white yes your sleep Boston Jody it is 3850 you heard about that I was just online is there an email address you'd like to fill it was cut off why 12 at gmail so I would have some one of our electric emotive banquet recorded hey II was 501 b o c k i n hello I'm able to come by and I want to say don't know her like a weekend thingTuesdays 12 and Fridays all day our guys look like a from 73034 was p.com I'm off Mike out there on Friday that would be late morning early afternoon would work out what her update my life ","Sales"
"700211189","Tuesday next week ","Service"
"1060593705","because Maria speaking how can I make you smile how are you doing today my name is Mr would I live here in town at 457 Charlotte Street and I'm looking to get a new furnace an air conditioning system in my house I don't think so set up an appointment Manti getting like she would 7th Heaven and your address 457 Charlotte Street c h a r l o t t e Nancy v w 485 and your phone number 519-453-2683 or 5/7 our let can I ask how you heard but I just thought about you driving around for the years and I just seen your trucks out there and you know so I know you guys have been around I guessfor a while yeah yeah tonight is an email so let's okay I will schedule like to come out did you want me well next week anytime from 9 to 12 for me I work the night shift so like depressed I want to talk after 9 I have can do I think when he can do a 10:00 to 26 ","Sales"
"699911205","store number one happy 4 hours at $99 I can offset the process from here to get there find out with the 99 is to get them out the door to find out exactly what the problem is the problem is anything from either a part or or a female order no cost bye bye ","Service"
"1060892186","final service my hi Kayla I'm calling you want to come to a UV testing past for my air conditioning unit so it was freezing and I thought it was perfect air filter they said it's happening again to move possibly a Freon leak so freezing up and what I need to do next and they said I use magic I'm not sure if you would have any information on that or if it'll show there what's your up it's 10 minutes Crescent August last yearveteran so do you have power no we have yes spell I need something just it's not it's freezing up only seems to freeze up super hot but it's 25 degrees out or was really really work hard different starts to to freeze up so I'm going to yeah well it's like putting this better weeks now and I have school tomorrow what questions to be home tomorrow after 2:30 I don't know if not would have to be the same Jen for next Wednesday if that's okay I had a technician call in sick today so long my calls but okay yeah and clearly I'm not for sure I I was so have fishing so yeah I have no idea where I know I probably 7 times so after 2 yes after 2:30 no problem I will get someone okay thank you so much bye ","Service"
"1060999467","it's Greg I have a serious mission tile well you know I hope I'm going to buy the air conditioner running but it's not blowing cold yeah seems like it's blowing like whatever this repair Erin's house is like I feel it turn it off turn the furnace blower on it seems like it's the same but we we just bought this house I'm not exactly sure how well the air conditioner work before it's fairly old but okay I like to address there 27 Sumner Road s you mme our Brian no i l l yes Define zed freeze at 1 B6 977 0044 is there an email address you'd like to sell it are you heard about us every other trucks driving around usually is I looked into the and I don't come on site it will go over everything with you first good price is then go ahead with theTerrace with me Hey listen I do not know it and when they're done they're able to take cash check Visa or MasterCard for Wizard circular are you home available the one for us okay I'm available today by anybody available foot today but I will someone give you a call I do have availability for tomorrow after early tomorrow cuz it was me afternoon so I will have someone give you a call 1015 minutes before they arrive but yeah that works ","Service"
"699630620","home protection what is the app call of last year working last for a little bit but I can get you in at anytime from now if you'd like are your provider year open here press 7165 now that works better for you I can get you in tomorrow Thursday morning or afternoon hopefully I can be late morning early afternoon later Fishburne someone give you a calendar for that work like 15 minutes maybe forecast for tomorrow afternoon okay thank you Apple program ","Service"
"1061029904","I'm trying to make you smile it is yes I have a blocked kitchen sink but I need a plumber pretty fast do you have any idea I guess food in debris yeah afternoon do is see if I could stuff around with it and we done work for you before many times what's the address 1645 Estevan Road Ron okay Ron for what I'll do is all I'll talk to Ron and I'll talk to my coffee who I can get you this afternoon I'll give you a call okay I'll be waiting an hour and a half both 1 o'clock I will give you a figure out how much mail thank you you're welcome bye bye ","Service"
"699550985","make you smile 00203 I'm having a problem here before the underscore Tech is there I do have our first what I will do is I will have Diana call you tomorrow just to let you know are you home okay I will have at this number yes tomorrow thanks bye bye ","Service"
"1061054770","plant look like smile with morning how are you tell you I am not a bad feeling calling from 1065 Chippewa Drive I was just wondering I thought Mike was supposed to call me last week or the week before to set up an installation date for our HVAC and plumbing work and I just hadn't heard from and we're in the city at the house now so I figured Ihad a pending down and get something from now that was Mike Jarvis was okay so if you like for me pilot I will send a message you guys are doing a newPC in the basement plumbing and electrical for a downstairs apartment I'll ask him over by himself measured you guys have installers showed up as welland I'm wandering around the basement no problem alright know I will kind of 11:45 970-5441 X 393 I will have him give you a call I saw ","Service"
"699547972","Oracle here okay so you're back in town so we can ","Service"
"699379437","I can do it between 9 and 11 ","Service"
"699371454","how are you anything to I have the convenience store I have a problemwith the airport rooftop ","Service"
